,Legislation Number,URL,Congress,Title,Sponsor,Date of Introduction,Committees,Latest Action,Latest Action Date,Number of Cosponsors,topic,cosponsor_ids
1136,H.R. 6797,https://www.congress.gov/bill/119th-congress/house-bill/6797,119th Congress (2025-2026),Bipartisan IVF for Military Families Act,"Jacobs, Sara [Rep.-D-CA-51]",2025-12-17,House - Armed Services,Referred to the House Committee on Armed Services.,2025-12-17,20,veterans,"['L000598', 'K000399', 'H001085', 'L000560', 'G000593', 'K000397', 'N000188', 'L000597', 'T000487', 'L000596', 'G000559', 'L000599', 'R000579', 'F000466', 'W000831', 'M001230', 'S001159', 'M000317', 'E000301', 'G000597', 'C001112', 'F000484']"
1137,H.R. 6796,https://www.congress.gov/bill/119th-congress/house-bill/6796,119th Congress (2025-2026),Military CARE Act,"Horsford, Steven [Rep.-D-NV-4]",2025-12-17,House - Armed Services,Referred to the House Committee on Armed Services.,2025-12-17,9,veterans,"['K000399', 'B001298', 'H001085', 'G000604', 'B000490', 'M001238', 'M001219', 'G000583', 'M001232']"
1138,H.R. 6795,https://www.congress.gov/bill/119th-congress/house-bill/6795,119th Congress (2025-2026),School MEALS Act of 2025,"Hayes, Jahana [Rep.-D-CT-5]",2025-12-17,House - Education and Workforce,Referred to the House Committee on Education and Workforce.,2025-12-17,1,education,['O000173']
1139,H.R. 6794,https://www.congress.gov/bill/119th-congress/house-bill/6794,119th Congress (2025-2026),VA Medical Center Facility Transparency Act,"Hamadeh, Abraham J. [Rep.-R-AZ-8]",2025-12-17,House - Veterans' Affairs,Referred to the Subcommittee on Health.,2026-01-23,1,healthcare,['L000590']
1140,H.R. 6793,https://www.congress.gov/bill/119th-congress/house-bill/6793,119th Congress (2025-2026),Public Shipyard Workforce Protection Act of 2025,"Goodlander, Maggie [Rep.-D-NH-2]",2025-12-17,"House - Armed Services, Oversight and Government Reform","Referred to the Committee on Armed Services, and in addition to the Committee on Oversight and Government Reform, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",2025-12-17,6,public_safety,"['K000399', 'P000614', 'T000487', 'S000185', 'P000597', 'R000621']"
1141,H.R. 6792,https://www.congress.gov/bill/119th-congress/house-bill/6792,119th Congress (2025-2026),Foreign-Trade Zone Export Enhancement Act of 2025,"Gooden, Lance [Rep.-R-TX-5]",2025-12-17,House - Ways and Means,Referred to the House Committee on Ways and Means.,2025-12-17,5,environment,"['G000581', 'F000450', 'D000594', 'K000376', 'B001260', 'C001063']"
1142,H.R. 6791,https://www.congress.gov/bill/119th-congress/house-bill/6791,119th Congress (2025-2026),"To authorize the Land Port of Entry Community Infrastructure Program to address deficiencies in community infrastructure supportive of land ports of entry, and for other purposes.","Gonzales, Tony [Rep.-R-TX-23]",2025-12-17,"House - Transportation and Infrastructure, Ways and Means, Judiciary, Homeland Security, Energy and Commerce","Referred to the Committee on Transportation and Infrastructure, and in addition to the Committees on Ways and Means, the Judiciary, Homeland Security, and Energy and Commerce, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",2025-12-17,1,rural,['J000310']
1143,H.R. 6790,https://www.congress.gov/bill/119th-congress/house-bill/6790,119th Congress (2025-2026),D-BLOC Act,"Garcia, Sylvia R. [Rep.-D-TX-29]",2025-12-17,House - Transportation and Infrastructure,"Referred to the Subcommittee on Railroads, Pipelines, and Hazardous Materials.",2026-02-02,3,public_safety,"['M001214', 'N000147', 'K000402']"
1144,H.R. 6789,https://www.congress.gov/bill/119th-congress/house-bill/6789,119th Congress (2025-2026),Federal Prisons Naloxone Access Act of 2025,"Foushee, Valerie P. [Rep.-D-NC-4]",2025-12-17,House - Judiciary,Referred to the House Committee on the Judiciary.,2025-12-17,4,public_safety,"['M001208', 'J000288', 'G000599', 'L000602']"
1145,H.R. 6788,https://www.congress.gov/bill/119th-congress/house-bill/6788,119th Congress (2025-2026),Montana Sportsmen Conservation Act,"Downing, Troy [Rep.-R-MT-2]",2025-12-17,House - Natural Resources,Referred to the House Committee on Natural Resources.,2025-12-17,0,environment,[]
1146,H.R. 6787,https://www.congress.gov/bill/119th-congress/house-bill/6787,119th Congress (2025-2026),"to amend the Internal Revenue Code of 1986 to create a carbon border adjustment based on carbon intensity, and for other purposes.","DelBene, Suzan K. [Rep.-D-WA-1]",2025-12-17,"House - Ways and Means, Energy and Commerce, Foreign Affairs","Referred to the Committee on Ways and Means, and in addition to the Committees on Energy and Commerce, and Foreign Affairs, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",2025-12-17,6,funding,"['B001292', 'C001066', 'B001287', 'C001080', 'P000613', 'D000399']"
1147,H.R. 6786,https://www.congress.gov/bill/119th-congress/house-bill/6786,119th Congress (2025-2026),Schedules That Work Act,"DeLauro, Rosa L. [Rep.-D-CT-3]",2025-12-17,"House - Education and Workforce, House Administration, Oversight and Government Reform, Judiciary","Referred to the Committee on Education and Workforce, and in addition to the Committees on House Administration, Oversight and Government Reform, and the Judiciary, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",2025-12-17,49,public_safety,"['A000370', 'A000381', 'B001281', 'B001278', 'B001315', 'C001072', 'C001131', 'C001080', 'C001061', 'D000096', 'D000623', 'D000530', 'D000624', 'D000399', 'E000296', 'F000477', 'G000586', 'G000598', 'G000599', 'N000147', 'J000298', 'K000391', 'L000557', 'L000602', 'L000582', 'L000562', 'M001223', 'M000312', 'M001227', 'M001160', 'N000002', 'N000188', 'O000172', 'O000173', 'P000597', 'P000607', 'R000617', 'S001226', 'S001145', 'T000472', 'T000193', 'T000481', 'T000487', 'U000040', 'W000808', 'S001231', 'M001143', 'L000397', 'W000788', 'G000606']"
1148,H.R. 6785,https://www.congress.gov/bill/119th-congress/house-bill/6785,119th Congress (2025-2026),CLEAR Act of 2025,"Crow, Jason [Rep.-D-CO-6]",2025-12-17,House - Financial Services,Referred to the House Committee on Financial Services.,2025-12-17,4,public_safety,"['K000397', 'V000136', 'M001205', 'F000466']"
1149,H.R. 6784,https://www.congress.gov/bill/119th-congress/house-bill/6784,119th Congress (2025-2026),Home Lead Safety Tax Credit Act of 2025,"Cohen, Steve [Rep.-D-TN-9]",2025-12-17,House - Ways and Means,Referred to the House Committee on Ways and Means.,2025-12-17,0,public_safety,[]
1150,H.R. 6783,https://www.congress.gov/bill/119th-congress/house-bill/6783,119th Congress (2025-2026),"San Gabriel Mountains, Foothills, and Rivers Protection Act of 2025","Chu, Judy [Rep.-D-CA-28]",2025-12-17,House - Natural Resources,Referred to the House Committee on Natural Resources.,2025-12-17,21,environment,"['B001300', 'B001285', 'C001112', 'C001123', 'F000483', 'G000559', 'G000598', 'H001068', 'K000400', 'K000389', 'L000397', 'M001225', 'N000002', 'S001156', 'S000344', 'S001231', 'S001193', 'T000472', 'W000187', 'R000620', 'D000623', 'B001287']"
1151,H.R. 6782,https://www.congress.gov/bill/119th-congress/house-bill/6782,119th Congress (2025-2026),Public Health Air Quality Act of 2025,"Carter, Troy A. [Rep.-D-LA-2]",2025-12-17,House - Energy and Commerce,Referred to the House Committee on Energy and Commerce.,2025-12-17,20,healthcare,"['T000469', 'N000147', 'R000599', 'B001300', 'K000391', 'M001225', 'S001145', 'L000601', 'M001227', 'J000298', 'O000172', 'D000635', 'D000624', 'C001068', 'C001072', 'C001117', 'C001066', 'F000468', 'M001163', 'M001196']"
1152,H.R. 6781,https://www.congress.gov/bill/119th-congress/house-bill/6781,119th Congress (2025-2026),Trump Tariff Rebate Act,"Burchett, Tim [Rep.-R-TN-2]",2025-12-17,House - Ways and Means,Referred to the House Committee on Ways and Means.,2025-12-17,1,environment,['B000825']
1153,H.R. 6780,https://www.congress.gov/bill/119th-congress/house-bill/6780,119th Congress (2025-2026),Producing Real Opportunities for Technology and Entrepreneurs Investing in Nutrition Act,"Brownley, Julia [Rep.-D-CA-26]",2025-12-17,"House - Agriculture, Education and Workforce","Referred to the Committee on Agriculture, and in addition to the Committee on Education and Workforce, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",2025-12-17,8,rural,"['K000389', 'M001225', 'L000582', 'T000487', 'G000598', 'B001315', 'S001216', 'N000147', 'M000312']"
1154,H.R. 6779,https://www.congress.gov/bill/119th-congress/house-bill/6779,119th Congress (2025-2026),USDA Loan Modernization Act,"Bost, Mike [Rep.-R-IL-12]",2025-12-17,House - Agriculture,Referred to the House Committee on Agriculture.,2025-12-17,3,public_safety,"['B001315', 'R000612', 'V000138']"
1155,H.R. 6778,https://www.congress.gov/bill/119th-congress/house-bill/6778,119th Congress (2025-2026),Parkway Safety and Reinvestment Act,"Beyer, Donald S. [Rep.-D-VA-8]",2025-12-17,House - Natural Resources,Referred to the House Committee on Natural Resources.,2025-12-17,0,public_safety,[]
1156,H.R. 6777,https://www.congress.gov/bill/119th-congress/house-bill/6777,119th Congress (2025-2026),Oregon Owyhee Wilderness and Community Protection Act,"Bentz, Cliff [Rep.-R-OR-2]",2025-12-17,House - Natural Resources,Referred to the House Committee on Natural Resources.,2025-12-17,0,environment,[]
1157,H.R. 6776,https://www.congress.gov/bill/119th-congress/house-bill/6776,119th Congress (2025-2026),Farmers to Families Act,"Underwood, Lauren [Rep.-D-IL-14]",2025-12-17,"House - Education and Workforce, Agriculture","Referred to the Committee on Education and Workforce, and in addition to the Committee on Agriculture, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",2025-12-17,1,rural,['V000133']
1158,H.R. 6775,https://www.congress.gov/bill/119th-congress/house-bill/6775,119th Congress (2025-2026),New Markets for Farmers and Families Act,"Underwood, Lauren [Rep.-D-IL-14]",2025-12-17,House - Agriculture,Referred to the House Committee on Agriculture.,2025-12-17,0,rural,[]
1159,H.R. 6774,https://www.congress.gov/bill/119th-congress/house-bill/6774,119th Congress (2025-2026),"To authorize the Secretary of Housing and Urban Development, acting through the Federal Housing Commissioner, to establish a pilot program to increase access to small-dollar mortgages, and for other purposes.","Waters, Maxine [Rep.-D-CA-43]",2025-12-17,House - Financial Services,Referred to the House Committee on Financial Services.,2025-12-17,0,housing,[]
1160,H.R. 6773,https://www.congress.gov/bill/119th-congress/house-bill/6773,119th Congress (2025-2026),Databases of Publicly Owned Land Act,"Waters, Maxine [Rep.-D-CA-43]",2025-12-17,House - Financial Services,Referred to the House Committee on Financial Services.,2025-12-17,0,housing,[]
1161,H.R. 6772,https://www.congress.gov/bill/119th-congress/house-bill/6772,119th Congress (2025-2026),Affordable Housing Through Common-Sense Standards Act,"Garcia, Sylvia R. [Rep.-D-TX-29]",2025-12-17,House - Financial Services,Referred to the House Committee on Financial Services.,2025-12-17,2,housing,"['G000553', 'V000138']"
1162,H.R. 6771,https://www.congress.gov/bill/119th-congress/house-bill/6771,119th Congress (2025-2026),Housing Crisis Response Act of 2025,"Waters, Maxine [Rep.-D-CA-43]",2025-12-17,"House - Appropriations, Financial Services","Referred to the Committee on Appropriations, and in addition to the Committee on Financial Services, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",2025-12-17,1,housing,"['G000553', 'R000617', 'P000620']"
1163,H.R. 6770,https://www.congress.gov/bill/119th-congress/house-bill/6770,119th Congress (2025-2026),Scam Defense Strategy Act,"Vindman, Eugene Simon [Rep.-D-VA-7]",2025-12-16,House - Armed Services,Referred to the House Committee on Armed Services.,2025-12-16,1,public_safety,['F000475']
1164,H.R. 6769,https://www.congress.gov/bill/119th-congress/house-bill/6769,119th Congress (2025-2026),Restoring Trust in Public Safety Act,"Tokuda, Jill N. [Rep.-D-HI-2]",2025-12-16,House - Judiciary,Referred to the House Committee on the Judiciary.,2025-12-16,15,public_safety,"['N000147', 'G000599', 'M001217', 'M001225', 'T000488', 'C001055', 'M001223', 'G000587', 'B001278', 'T000481', 'G000586', 'M001196', 'J000310', 'D000096', 'G000606']"
1165,H.R. 6768,https://www.congress.gov/bill/119th-congress/house-bill/6768,119th Congress (2025-2026),Housing Our Communities Act,"Tlaib, Rashida [Rep.-D-MI-12]",2025-12-16,House - Financial Services,Referred to the House Committee on Financial Services.,2025-12-16,0,housing,[]
1166,H.R. 6767,https://www.congress.gov/bill/119th-congress/house-bill/6767,119th Congress (2025-2026),Health Equity and MENA Community Inclusion Act of 2025,"Tlaib, Rashida [Rep.-D-MI-12]",2025-12-16,House - Energy and Commerce,Referred to the House Committee on Energy and Commerce.,2025-12-16,18,rural,"['D000624', 'K000385', 'S001218', 'B001300', 'C001072', 'C001067', 'C001110', 'G000586', 'G000599', 'N000147', 'J000288', 'L000602', 'M001143', 'O000172', 'P000621', 'S001145', 'S001231', 'R000620']"
1167,H.R. 6766,https://www.congress.gov/bill/119th-congress/house-bill/6766,119th Congress (2025-2026),"To amend titles XVIII and XIX of the Social Security Act to require skilled nursing facilities, nursing facilities, intermediate care facilities for the intellectually disabled, and inpatient rehabilitation facilities to permit essential caregivers access during any period in which regular visitation is restricted.","Tenney, Claudia [Rep.-R-NY-24]",2025-12-16,"House - Energy and Commerce, Ways and Means","Referred to the Committee on Energy and Commerce, and in addition to the Committee on Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",2025-12-16,83,veterans,"['L000557', 'F000466', 'M000871', 'C001133', 'M001216', 'D000624', 'L000590', 'P000613', 'M001231', 'B001285', 'M000317', 'S000168', 'T000165', 'B001314', 'F000476', 'B001278', 'K000397', 'N000191', 'Y000067', 'L000599', 'C001059', 'D000216', 'T000481', 'P000607', 'S001231', 'L000600', 'R000609', 'G000606', 'M001238', 'H001047', 'C001069', 'H001081', 'S001185', 'B001300', 'T000460', 'F000484', 'D000629', 'T000482', 'R000575', 'M001188', 'L000596', 'R000305', 'B001298', 'G000600', 'C001112', 'S001199', 'M001204', 'M001205', 'C001080', 'S001218', 'S001221', 'K000402', 'V000136', 'S001172', 'F000481', 'G000597', 'P000614', 'O000086', 'L000598', 'G000585', 'T000487', 'P000608', 'A000380', 'P000620', 'S001200', 'S001201', 'H001090', 'K000385', 'H001072', 'S001214', 'D000530', 'S001196', 'H001091', 'J000307', 'W000795', 'K000376', 'T000467', 'L000606', 'F000446', 'R000395', 'L000582', 'D000230', 'V000129', 'G000592', 'W000804', 'V000135', 'C001121', 'T000486', 'M001237', 'F000482', 'T000488', 'C001039', 'W000821', 'F000475']"
